10dacb	10-Deacetylbaccatin III
CE6455	7-hydroxy-D4-neuroprostane
CE6456	11-hydroxy-E4-neuroprostane
CE6457	11-hydroxy-D4-neuroprostane
CE6458	10-hydroxy-E4-neuroprostane
CE6459	10-hydroxy-D4-neuroprostane
CE6460	14-hydroxy-E4-neuroprostane
CE6461	14-hydroxy-D4-neuroprostane
CE6462	13-hydroxy-E4-neuroprostane
CE6463	13-hydroxy-D4-neuroprostane
CE6464	17-hydroxy-E4-neuroprostane
CE6465	17-hydroxy-D4-neuroprostane
CE6466	20-hydroxy-E4-neuroprostane
CE6467	20-hydroxy-D4-neuroprostane
CE6502	9,10-12,13-diepoxy-octadecanoate
CE6504	1-hydroperoxy-8-carboxyoctyl 3,4-epoxynon-(2E)-enyl ether
CE6506	3,4-epoxynonanal
CE6508	5-hydroperoxy-EPA
CE6583	N-Retinylidene-Alpha-Phosphatidylethanolamine
CE6584	N-Retinylidene-N-Retinyl-Alpha-Phosphatidylethanolamine
CE6585	Dihydro-A2PE
CE7047	gama-tocopheroxyl radical
CE7072	13-carboxy-gama-tocotrienol
CE7074	13-hydroxy-gama-tocotrienol
CE7079	leukotriene A5
CE7080	15(S)-hydroperoxy-EPE
CE7081	15(R)-HEPE
CE7082	15S-hydroxy-5Z,8Z,11Z,13E,17Z-eicosapentaenoic acid
CE7083	leukotriene B5
CE7084	5,12-dihydroxy-6E-LTB5
CE7085	5-HEPE
CE7086	leukotriene C5
CE7087	leukotriene D5
CE7088	PGH3
CE7090	18R-HEPE
CE7091	15(R)-hydroperoxy-EPE
CE7096	5,15-DiHETE
CE7097	5-oxo-12(S)-hydroxy-eicosa-6E,8Z,10E,14Z-tetraenoate
CE7101	8alpha-hydroxy-gama-tocopherone
CE7109	5(S),6(S)-epoxy-15(R)-HEPE
CE7110	5,6-epoxy,18R-HEPE
CE7111	5-oxo-EPE
CE7112	15-epi-lipoxin A5
CE7113	15-epi-lipoxin B5
CE7114	5,12,18R-TriHEPE
CE7115	20-hydroxy-leukotriene B5
CE7122	alpha-tocotrienoxyl radical
CE7144	13-hydroxy-alpha-tocotrienol
CE7145	13-carboxy-alpha-tocotrienol
CE7172	14,15-DiHETE
CE7218	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-3-thiolactate
CE7220	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]glutathione
CE7228	13-Hydroxy-5Z,8Z,11Z,14Z-Eicosatetraenoate
CE7231	7-HETE
cechddd	cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol
ceclnl	Cycloeucalenol
cellb	cellobiose
cellttr	Cellotetrose
cellul	Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587
celtr	Cellotriose
cenchddd	cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol
cer1_bt	Ceramide-1 (Sphinganine:C15:0 anteiso)(B. thetaiotaomicron specific)
cfaldh	Caffeyl aldehyde
cfesp	Corrinoid Iron sulfur protein
cfn	Caffeine
cfoh	Caffeyl alcohol
cfral	Coniferaldehyde
cfrl	Coniferol
cglsd	Cyanoglucoside
cgly	L-cysteinylglycine
ch15dccoa	Cyclohexa-1,5-dienecarbonyl-CoA
ch4	Methane
ch4s	Methanethiol
chepts	Celloheptaose
chexs	Cellohexaose
chit6p	chitobiose-6-phosphate
chitin	Chitin
chito2pdol_L	N,N-Diacetylchitobiosyldiphosphodolichol, human liver homolog
chito2pdol_U	N,N-Diacetylchitobiosyldiphosphodolichol, human uterine homolog
chitob	Chitobiose
chlbctn	Chlorobactene
chlgnt	Chlorogenate
chlnpgn	Choline plasmalogen
chloropha	Chlorophyll a
chlphncl	Chloramphenicol
chlphncl_glc	Chloramphenicol 3-Glucuronide
chlphncl3a	Chloramphenicol 3-acetate
chlphyllide	Chlorophyllide
chlstol	5alpha-cholesta-7,24-dien-3beta-ol
chmsaldh	5-Chloro-2-hydroxymuconic semialdehyde
chol	Choline
cholate	Cholate
cholcoa	choloyl-CoA(4-)
cholcoads	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA
cholcoaone	3alpha,7alpha,12alpha-trihydroxy-24-oxo-5beta-cholestan-26-oyl-CoA(4-)
cholcoar	(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA(4-)
cholcoas	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA(S)
cholp	choline phosphate(1-)
chols	Choline sulfate
chor	chorismate
chsterol	cholesterol
chsterols	cholesterol sulfate
chtbs	N,N-diacetylchitobiose
chtn	chitin
chxn	Cyclohexanone
chxn12dn	Cyclohexan-1,2-dione
chxne	Cyclohexane
chxnol	Cyclohexanol
chxylamn	Cyclohexylamine
chylo_hs	Chylomicron Lipoprotein
cinnm	trans-Cinnamate
cinnmaldh	Cinnamaldehyde
cinnmcoa	Trans-Cinnamyl-CoA
cinnmoh	Cinnamyl alcohol
cisacndl	cis-1,2-Anthracenediol
cisclaaldh	cis-3-Chloroallyl aldehyde
cisclpol	cis-3-Chloro-2-propene-1-ol
cisipgn	(+)-cis-Isopulegone
cit	Citrate
Cit_Mg	Citrate-Mg
citmal	(S)-Citramalate
citmcoa_L	(3S)-citramalyl-CoA(5-)
citr_L	L-citrulline
ckdn	CMP-3-deoxy-D-glycero-D-galacto-nonulosonic acid
ckdo	CMP-3-deoxy-D-manno-octulosonate
cl	Chloride
clcxb	Celecoxib
clcxb_c	Carboxycelecoxib
clcxb_c_glc	Carboxycelecoxib Glucuronide
clcxb_glc	Celecoxib Glucuronide
clobi_c	Clopidogrel Carboxylic Acid
clobi_glc	Clopidogrel Acyl-Beta-D-Glucuronide
clphedcp	2-(4-Chlorophenyl)-3,3-dichloropropenoate
clpn_HP	Cardiolipin (Hpylori)
clpn_hs	cardiolipin
clpn_LLA	Cardiolipin__lactis_specific_
clpn_LPL	Cardiolipin__LPL_specific_
clpn120	cardiolipin (tetradodecanoyl, n-C12:0)
clpn140	cardiolipin (tetratetradecanoyl, n-C14:0)
clpn141	cardiolipin (tetratetradec-7-enoyl, n-C14:1)
clpn160	cardiolipin (tetrahexadecanoyl, n-C16:0)
clpn161	cardiolipin (tetrahexadec-9-enoyl, n-C16:1)
clpn180	cardiolipin (tetraoctadecanoyl, n-C18:0)
clpn181	cardiolipin (tetraoctadec-11-enoyl, n-C18:1)
clpn2_ST	Membrane cardiolipin mixture
clpnai15	cardiolipin (12-methyl-tetradecanoyl, anteiso-C15)
clpnai17	cardiolipin (14-methyl-hexadecanoyl, anteiso-C17)
clpnd	clupanodonic acid
clpndcoa	clupanodonyl CoA
clpndcrn	clupanodonyl carnitine
clpni14	cardiolipin (12-methyl-tridecanoyl, iso-C14)
clpni15	cardiolipin (13-methyl-tetradecanoyl, iso-C15)
clpni16	cardiolipin (14-methyl-pentadecanoyl, iso-C16)
clpni17	cardiolipin (15-methyl-hexadecanoyl, iso-C17)
cmbtold	4-Carboxymethylenebut-2-en-4-olide
cmdadprd	Calmodulin N6-methyl-L-lysine
cmdlys	Calmodulin L-lysine
cmlppaldh	3-Carbamoyl-2-phenylpropionaldehyde
cmnt	Clavaminate
cmp	CMP
cmp2amep	CMP-2-aminoethylphosphonate
cmpacna	CMP-N-acetyl-beta-neuraminate(2-)
cmpntm2amep	CMP-N-trimethyl-2-aminoethylphosphonate
cmusa	cis,cis-2-amino-3-(3-oxoprop-1-enyl)but-2-enedioate
CN0009	Benzo[A]Pyrene-2,3-Diol
CN0010	Benzo[A]Pyrene-4,5-Diol
CN0011	Benzo[A]Pyrene-9,10-Diol
CN0012	Benzo[A]Pyrene-2,3-Oxide
CN0016	Dibenzo[a,l]pyrene
CN0017	Dibenzo[A,L]Pyrene-11,12-Epoxide
CN0018	Dibenzo[A,L]Pyrene-11,12-Diol
CN0019	Dibenzo[a,l]pyrene-11,12-diol-13,14-epoxide
CN0020	7,12-Dimethylbenz[a]anthracene
CN0021	7,12-Dimethylbenz[A]Anthracene-3,4-Oxide
CN0022	7,12-Dimethylbenz[A]Anthracene-3,4-Diol
CN0023	7,12-Dimethylbenz[A]Anthracene-3,4-Diol-1,2-Epoxide
cndn3gcg	Cyanidin 3-glucoside 5-caffeoylglucoside
cnhdrn	Cyanohydrin
cnls	Carbonyl sulfide
cnmlbdglu	trans-Cinnamoyl beta-D-glucoside
cnmlcoa	Cinnamoyl-CoA
cnn	Coniine
cnrt	Cyanuric acid
cnxthn	9-cis-Neoxanthin
co	carbon monoxide
co1dam	Cob(I)yrinate a,c diamide
co2	Carbon dioxide
co2dam	Cob(II)yrinate a,c diamide
coa	Coenzyme A
cob	Coenzyme B
cob1nda	Cob-I-yrinate-a-c-diamide
cob2nda	Cob-II-yrinate-a-c-diamide
cobalt2	Co2+
cobn	Cobyrinate
cobya	Cobyrinate
codhpre6	cobalt-dihydro-precorrin 6
codscl2	Cobalt-precorrin-2
codscl3	Cobalt-precorrin-3
codscl4	Cobalt-precorrin-4
codscl5a	Cobalt-precorrin-5a
codscl6a	Cobalt-precorrin-6a
codscl8x	Cobalt-precorrin-8x
coF240	Coenzyme F420
coF240h	Reduced coenzyme F420
coF420	Coenzyme F420
coF420h	Reduced coenzyme F420
coke	cocaine(1+)
colipa	core oligosaccharide lipid A
colipa20Oag	O-antigen-x20-core-oligosaccharide-lipid-A
colipaOA	Membrane LPS mixture
com	Coenzyme M
comSScob	CoM-S-S-CoB
copre2	cobalt-precorrin 2
copre3	cobalt-precorrin 3
copre4	cobalt-precorrin 4
copre5	cobalt-precorrin 5
copre5b	Cobalt-precorrin-5b
copre6	cobalt-precorrin 6
copre6b	Cobalt-precorrin-6b
copre7	Cobalt-precorrin-7
copre8	cobalt-precorrin 8
coprost	Coprostanol
core_lps_bt	core_lps_bt
core_lps_hp	core_lps_hp
core2	Core 2
core2_rl	released Core 2
core3	Core 3
core4	Core 4
core4_rl	released Core 4
core5	Core 5
core6	Core 6
core7	Core 7
core8	Core 8
cortsn	cortisone
coucoa	4-coumaroyl-CoA(4-)
coumarin	coumarin
cpamld	N-Cyclopropylammelide
cpamln	N-Cyclopropylammeline
cpamn	Cyclopropylamine
cpcmrt	cis-p-Coumarate
cpe160	cyclopropane phosphatidylethanolamine (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)
cpe180	cyclopropane phosphatidylethanolamine (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)
cpg160	cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)
cpg180	cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)
cpgn	coprogen
cpgn_un	coprogen unloaded (no Fe(III))
cphlsprnc	Cephalosporin C
cpmemn	Cyclopropylmelamine
cpntn	Cyclopentanone
cpntnl	Cyclopentanol
cpnts	Cellopentaose
cpocdacp	cyclopropanoyl_octadecanoyl_acyl_carrier_protein
cpppg1	Coproporphyrinogen I
cpppg3	Coproporphyrinogen III
cprst3one	Coprostan-3-one
cps_bt	Capsule polysaccharide (B.thetaiotaomicron specific)
cps_fp	Capsular polysaccharide (F. prausnitzii, putative)
CPS_LLA	Polysaccharide_units_Lactis_specific
CPS_LPL	capsular_polysaccharide_linkage_unit__LPL_specific
CPS_LPL2	capsular_polysaccharide_linkage_unit__LPL_specific
creat	creatine
crglz	carboxy-gliclazide
crm_hs	N-acylsphingosine
crmdc	Ceramide ciliatine
crmp_hs	ceramide 1-phosphate(2-)
crn	L-Carnitine
crn_D	D-Carnitine
crncoa	L-Carnitinyl-CoA
crnDcoa	D-carnitinyl-CoA
cro4	chromate
crtn	creatinine
crtsl	cortisol
crtstrn	corticosterone
crvn	Carvone
crvnc	cervonic acid, C22:6 n-3
crvs	cerivastatin
crvsm1	cerivastatin-M1
crvsm22	cerivastatin-M22
crvsm23	cerivastatin-M23
crvsm24	cerivastatin-M24
crvsm31	cerivastatin-M31
cs_a	chondroitin sulfate A (GalNAc4S-GlcA), free chain
cs_a_b_e_pre1	chondroitin sulfate A (GalNAc4S-GlcA), B (IdoA2S-GalNAc4S), and E (GalNAc4,6diS-GlcA), precursor 1
cs_a_b_pre2	chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 2
cs_a_b_pre3	chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 3
cs_a_deg1	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1
cs_a_deg2	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 2
cs_a_deg3	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3
cs_a_deg4	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 4
cs_a_deg5	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 5
cs_b	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), free chain
cs_b_deg1	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 1
cs_b_deg2	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 2
cs_b_deg3	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3
cs_b_pre4	chondroitin sulfate B (IdoA2S-GalNAc4S), precursor 4
cs_b_pre5	chondroitin sulfate B (IdoA2S-GalNAc4s), precursor 5
cs_c	chondroitin sulfate C (GalNAc6S-GlcA), free chain
cs_c_d_e_pre1	chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1
cs_c_deg1	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 1
cs_c_deg2	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 2
cs_c_deg3	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 3
cs_c_deg4	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4
cs_c_deg5	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 5
cs_c_pre2	chondroitin sulfate C (GalNAc6S-GlcA), precursor 2
cs_c_pre3	chondroitin sulfate C (GalNAc6S-GlcA), precursor 3
cs_d	chondroitin sulfate D (GlcNAc6S-GlcA2S), free chain
cs_d_deg1	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 1
cs_d_deg2	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 2
cs_d_deg3	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 3
cs_d_deg4	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 4
cs_d_deg5	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 5
cs_d_deg6	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 6
cs_d_pre2	chondroitin sulfate D (GlcNAc6S-GlcA2S) precursor 2
cs_d_pre3	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 3
cs_d_pre4	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 4
cs_d_pre5	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 5
cs_e	chondroitin sulfate E (GalNAc4,6diS-GlcA), free chain
cs_e_deg1	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1
cs_e_deg2	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2
cs_e_deg3	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 3
cs_e_deg4	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 4
cs_e_deg5	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5
cs_e_deg6	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6
cs_e_deg7	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 7
cs_e_pre2	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 2
cs_e_pre3	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3
cs_e_pre4	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4
cs_e_pre5a	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a
cs_e_pre5b	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5b
cs_hs_linkage	chondroitin sulfate/heparan sulfate linkage region (GlcA-(Gal)2-Xyl-L-Ser (protein))
cs_pre	chondroitin sulfate precursor (GalNAc-GlcA-(Gal)2-Xyl-L-Ser (protein))
csa	cyclosporine
csasulp	cyclosporine-sulphate
csn	cytosine
cspg_a	chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan
cspg_a_degr	Dimer GalNAc4S-GlcA
cspg_ab_rest	Not degradable product CSABCPASE_A/B, Gal4S-Gal-Xyl-L-Ser-protein
cspg_b	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan
cspg_b_degr	Dimer GalNAc4S-IdoA2S
cspg_c	chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan
cspg_c_degr	Dimer GalNAc6S-GlcA
cspg_c_rest	Not degradable product CSABCPASE_C, Gal6S-Gal-Xyl-L-Ser-protein
cspg_d	chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan
cspg_e	chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan
cspmd	Carboxyspermidine
ctbt	crotonobetaine
ctbtcoa	crotonobetainyl-CoA
ctdecdcoa	cis2trans4decadienoylcoa
ctet	Cellotetraose
cthn	Cathine
cthzp	4-Methyl-5-[2-(phosphonooxy)ethyl]-1,3-thiazole-2-carboxylate
ctlpmaldh	Citalopram aldehyde
ctlpmppnt	Citalopram propionic acid
ctp	CTP
ctrnt	Citronellate
ctxt	Cetraxate
ctxtbester	Cetraxate benzyl ester
cu	Cu+
cu2	Cu2+
cvm1gluc	cerivastatin-M1-glucuronide
cvm23gluc	cerivastatin-M23-glucuronide
cvxthn	9-cis-Violaxanthin
cxnthn	Chloroxanthin
cyan	hydrogen cyanide
cyanam	Cyanamide
cych1e1cbxlcoa	Cyclohex-1-ene-1-carboxyl-CoA
cyn	Cyanin
cynt	Cyanate
cys_D	D-Cysteine
cys_L	L-cysteine
cysacmp	cysteine-conjugate-acetaminophen
cysam	cysteaminium
cysasnmet	Cystyl-Asparaginyl-Methionine
cysaspphe	Cystyl-Aspartyl-Phenylalanine
cyscys	Cystyl-Cysteine
cysglnmet	Cystyl-Glutaminyl-Methionine
cysgluhis	Cystyl-Glutamyl-Histidine
cysglutrp	Cystyl-Glutamyl-Tryptophan
cysi_L	L-Cystine
cysleuthr	Cystyl-Leucyl-Threonine
cyssermet	Cystyl-Seryl-Methionine
cyst_L	L-cystathionine
cysth_L	L_Cystathionine
cystrna	L-Cysteinyl-tRNA(Cys)
cystyrasn	Cystyl-Tyrosyl-Asparagine
cytaaox	cytochrome-aa-ox
cytaar	cytochrome-aa-red
cytbdox	cytochrome-bd-ox
cytbdr	cytochrome-bd-red
cytbox	cytochrome-bo-ox
cytbr	cytochrome-bo-red
cytcbbox	cytochrome-cbb-ox
cytcbbr	cytochrome-cbb-red
cytcox	Cytochrome-C-ox
cytcr	Cytochrome-C-red"
cytd	Cytidine
czp	Clonazepam
d12dg_LLA	diglucosyl_1_2_diacylglycerol
d2hicprt	D-2-Hydroxyisocaproate
d5kg	2-deoxy-5-keto-D-gluconic acid
d5kgp	6-phosphonato-5-dehydro-2-deoxy-D-gluconate(3-)
daa	Deaminated Amiodarone (M5)
daa_glc	Deaminated Amiodarone Glucuronide (M14)
dacphlsprnc	Deacetylcephalosporin C
dactxvndln	Deacetoxyvindoline
dad_2	2-deoxyadenosine
dad_5	5-Deoxyadenosine
dadp	dADP
dag_hs	diglyceride
dag_LPL	1_2_Diacylglycerol__LPL_specific
dagly	2,2-Dialkylglycine
dahblstcdns	Deaminohydroxyblasticidin S
dai15peam	Dianteisopentadecanoylphosphatidylethanolamine
dai15pglyc	Dianteisopentadecanoylphosphatidylglycerol
dai15pgp	Dianteisopentadecanoylphosphatidylglycerophosphate
dai15pser	Dianteisopentadecanoylphosphatidylserine
dai17peam	Dianteisoheptadecanoylphosphatidylethanolamine
dai17pglyc	Dianteisoheptadecanoylphosphatidylglycerol
dai17pgp	Dianteisoheptadecanoylphosphatidylglycerophosphate
dai17pser	Dianteisoheptadecanoylphosphatidylserine
dak2gpe_hs	1-alkenyl 2-acylglycerol 3-phosphoethanolamine plasmalogen
daktn	Dialkyl ketone
damna	D-Amino acid
damp	dAMP(2-)
dann	7,8-Diaminononanoate
dap	Dialkyl phosphate
datp	dATP
db4p	3,4-dihydroxy-2-butanone 4-phosphate
dbnzfn	Dibenzofuran
dbnzpd	Dibenzo-p-dioxin
dc2coa	trans-Dec-2-enoyl-CoA
dca	Decanoate (n-C10:0)
dca24g	Deoxycholic acid-24glucuronide, CDA-24G
dca3g	Deoxycholic acid-3glucuronide, CDA-3G
dca3s	Deoxycholic acid 3-sulfate
dcaACP	Decanoyl-ACP (n-C10:0ACP)
dcacoa	Decanoyl-CoA (n-C10:0CoA)
dcamp	N6-(1,2-Dicarboxyethyl)-AMP
dcdp	dCDP
dcf	Diclofenac
dcf_glc	Diclofenac Acyl Glucuronide
dchac	deoxycholic acid
dchlmthn	Dichloromethane
dchlp	Dolichol phosphate
dcholcoa	chenodeoxycholoyl coenzyme a
dclbnzn	1,4-Dichlorobenzene
dclcmold	2,5-Dichloro-carboxymethylenebut-2-en-4-olide
dcldhcd	3,6-Dichloro-cis-1,2-dihydroxycyclohexa-3,5-diene
dclt	Dicarboxylate
dcmp	dCMP
dcsdcoa	(13Z,16Z)-Docosadi-13,16-enoyl-CoA
dcsdnt	13,16-Docosadienoic acid
dcsptn1	docosa-4,7,10,13,16-pentaenoic acid
dcsptn1coa	docosa-4,7,10,13,16-pentaenoyl coenzyme A
dcsptn1crn	docosa-4,7,10,13,16-pentaenoyl carnitine
dctp	dCTP
dcyt	Deoxycytidine
dd2coa	trans-Dodec-2-enoyl-CoA
dd3coa	cis-dodec-3-enoyl-CoA(4-)
dd5ecoa	5-dodecenoylcoa
ddca	laurate
ddcaACP	Dodecanoyl-ACP (n-C12:0ACP)
ddcacoa	Dodecanoyl-CoA (n-C12:0CoA)
ddea	Di-N-Desethylamiodarone (DDEA) 
ddea_glc	Di-N-Desethylamiodarone Glucuronide Conjugate (DDEA_Glc) 
ddeacp	Dodecanoyl_acyl_carrier_protein
ddeccrn	lauroyl carnitine
ddece1crn	dodecenoyl carnitine
ddsmsterol	7-dehydrodesmosterol
ddzn	Daidzein
deacvind	Deacetylvindoline
deatrzn	Deethylatrazine
debrisoquine	debrisoquine
dec24dicoa	2,4-decadienoylcoa
dec47dicoa	4,7-decadienoylcoa
decacp	Decanoyl_acyl_carrier_protein
decdicoa	decadienoylcoa
decdicrn	decadienoyl carnitine
decdp	all trans Decaprenyl diphosphate
dece3coa	3-decenoylcoa
dece4coa	4-decenoylcoa
dectricoa	2,4,7-decatrienoylcoa
dedol_L	Dehydrodolichol, human liver homolog
dedol_U	Dehydrodolichol, human uterine homolog
dedoldp_L	Dehydrodolichol diphosphate, human liver homolog
dedoldp_U	Dehydrodolichol diphosphate, human uterine homolog
dedolp_L	Dehydrodolichol phosphate, human liver homolog
dedolp_U	Dehydrodolichol phosphate, human uterine homolog
dem2emgacpail_prot_hs	deacylated-(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol
deoxfvs	deoxy-fluvastatin-dinor
dept	Diethylphosphoric acid
des_astzl	Desmethylastemizole
des_astzl_glc	Desmethylastemozole Glucuronide
desfvs	N-desisopropyl-fluvastatin
detpt	Diethylthiophosphoric acid
dextran40	Dextran 40, 1,6-alpha-D-Glucan
dextrin	Dextrin
dfdcytd	Gemcitabine
dfduri	2,2-Difluorodeoxyuridine
dfucnt	D-Fuconate
dg14bgr	D-Galactosyl-1,4-beta-D-glucosyl-R
dgal6p	6-Phospho-D-galactose
dgaldagl	D-Galactosyldiacylglycerol
dgalrnt1p	D-Galacturonate 1-phosphate
dgbgalbgr	D-Galactosyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosyl-R
dgchol	glycochenodeoxycholate
dgcholcoa	Chenodeoxyglycocholoyl-CoA
dgdag_LPL	Diglucosyl_diacylglycerol
dgdp	dGDP
dgggp	Digeranylgeranylglyceryl phosphate
dgggps	2,3-di-O-geranylgeranyl-sn-glyceroserine
dggpg	2,3-di-O-geranyl-sn-glycerol-1-phospho-3'-sn-glycerol
dggpgp	2,3-di-O-geranyl-sn-glycerol-1-phospho-3'-sn-glycerol phosphate
dggpi	2,3-di-O-geranyl-sn-glycero-1-phospho-myo-inositol
dglc62lctn	D-Glucurono-6,2-lactone
dglsd	D-Glucoside
dglt	Digallate
dgmlp	D-Glutamyl-peptide
dgmp	dGMP
dgpi_prot_hs	deacylated-glycophosphatidylinositol (GPI)-anchored protein
dgsldag	Digalactosyl-diacylglycerol
dgsn	Deoxyguanosine
dgtp	dGTP
dh3oent	7alpha,12alpha-Dihydroxy-3-oxochol-4-enoate
dh5fura	5,6-Dihydro-5-fluorouracil
dh5mchdc	1,6-Dihydroxy-5-methylcyclohexa-2,4-dienecarboxylate
dh6mc35dn	1,2-Dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate
dh6na	1,4-dihydroxy-6-naphthoate
dh8mnp	1,2-Dihydroxy-8-methylnaphthalene
dha	glycerone
dhamstilb	4,4-Dihydroxy-alpha-methylstilbene
dhap	Dihydroxyacetone phosphate
dhbpt	6,7-dihydrobiopterin
dhbsfnt	2,3-Dihydroxybenzenesulfonate
dhchd1c	1,2-Dihydroxycyclohexa-3,5-diene-1-carboxylate
dhcholestanate	3alpha,7alpha-Dihydroxy-5beta-cholestanate
dhcholestancoa	3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA
dhcholoylcoa	3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA
dhcinnm	2,3-dihydroxicinnamic acid
dhcmnt	Dihydroclavaminate
dhcrm_hs	dihydroceramide
dhdascb	dehydroascorbide(1-)
dhdh8cnp	cis-1,2-Dihydroxy-1,2-dihydro-8-carboxynaphthalene
dhdhmnp	cis-1,2-Dihydroxy-1,2-dihydro-8-methylnaphthalene
dhdpacoa	cis-dihydrodiol derivative of phenylacetyl-CoA
dhea	3beta-hydroxyandrost-5-en-17-one
dheas	3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-)
dhf	7,8-Dihydrofolate
dhflvn	7,4-Dihydroxyflavanone
dhglz	dehydro-gliclazide
dhhmnp	1,2-Dihydroxy-7-hydroxymethylnaphthalene
dhlam	dihydrolipoamide
dhlpro	Dihydrolipolprotein
dhmmthn	Dihomomethionine
dhmoifvn	2,7-Dihydroxy-4-methoxyisoflavanone
dhmphze	Dihydromethanophenazine
dhmptp	dihydromonapterin-triphosphate
dhmtp	1,2-Dihydroxy-5-(Methylthio)Pent-1-En-3-One
dhna	1,4-Dihydroxy-2-naphthoate
dhnacoa	1,4-Dihydroxy-2-naphthoyl-CoA
dhnpt	Dihydroneopterin
dhocholoylcoa	3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane
dhodcnt	(9S,10S)-9,10-Dihydroxyoctadecanoate
dhor_S	(S)-dihydroorotate
dhpglnl	Dihydrophloroglucinol
dhpmp	Dihydroneopterin monophosphate
dhpppn	3-(2,3-Dihydroxyphenyl)propanoate
dhpt	Dihydropteroate
dhptd	4,5-dihydroxy-2,3-pentanedione
dhrfap	7,8-dihydropterin-6-ylmethyl-4-(B-D-ribofuranosyl) aminobenzene 5-phosphate
dhsngnrn	Dihydrosanguinarine
dhsql	Dehydrosqualene
dhxft	Dehypoxanthine futalosinate
di14peam	Diisotetradecanoylphosphatidylethanolamine
di14pglyc	Diisotetradecanoylphosphatidylglycerol
di14pgp	Diisotetradecanoylphosphatidylglycerophosphate
